,Date,Home,Away,Line
18,2020-12-03 20:00:00,Virginia Tech,VMI,-20.5
19,2020-12-03 20:00:00,Grambling State,East Texas Baptist,
20,2020-12-03 20:00:00,Oklahoma,Texas-San Antonio,-15
21,2020-12-03 20:00:00,Iowa,Western Illinois,-31.5
22,2020-12-03 20:00:00,Kansas,Washburn,
23,2020-12-03 20:00:00,Syracuse,Niagara,-18.5
24,2020-12-03 20:00:00,Drake,Nebraska Omaha,-9
25,2020-12-03 20:05:00,Sacramento State,Idaho,-9
26,2020-12-03 21:00:00,Southern Utah,Montana,2
27,2020-12-03 21:30:00,Boston College,Florida,5.5
28,2020-12-03 21:30:00,Pepperdine,St. Katherine,
29,2020-12-03 22:00:00,Saint Mary's,Texas Southern,-16.5
30,2020-12-03 22:00:00,California,Arizona State,6.5
31,2020-12-03 24:59:59,Boise St.,New Mexico,
32,2020-12-03 24:59:59,San Diego St.,Colorado St.,
33,2020-12-03 18:00:00,Longwood,Regent University,
34,2020-12-03 19:00:00,Villanova,Temple,
35,2020-12-03 19:00:00,Towson,Coppin St.,
36,2020-12-03 19:00:00,Elon University,Mercer,
0,2020-12-04 15:00:00,Maryland,Saint Peter's,-13.5
1,2020-12-04 16:00:00,Stony Brook,Fairfield,-4
2,2020-12-04 17:00:00,Tulsa,Texas-Arlington,-5.5
3,2020-12-04 17:00:00,California Baptist,Southeastern Louisiana,-8.5
4,2020-12-04 17:00:00,Creighton,Kennesaw St.,-37
5,2020-12-04 17:00:00,Michigan St,Detroit Mercy,-27.5
6,2020-12-04 18:00:00,Virginia,Kent St.,-21
7,2020-12-04 18:00:00,Hartford,Central Conn. St.,-8.5
8,2020-12-04 18:00:00,Charlotte,Georgia St.,3.5
9,2020-12-04 19:00:00,Austin Peay,Carver Bible College,
10,2020-12-04 19:00:00,UC Davis,William Jessup,
11,2020-12-04 19:00:00,Northern Iowa,St. Ambrose,
12,2020-12-04 19:00:00,Georgia,Jacksonville,-14.5
13,2020-12-04 19:00:00,Texas-San Antonio,Sul Ross St.,
14,2020-12-04 19:00:00,Purdue,Valparaiso,-14.5
15,2020-12-04 19:00:00,Texas Rio Grande Valley,Our Lady of the Lake,
16,2020-12-04 19:00:00,Florida International,Jacksonville St.,-4
17,2020-12-04 19:00:00,Duke,Bellarmine,-30.5
18,2020-12-04 19:00:00,Eastern Michigan,Toledo,2.5
19,2020-12-04 19:00:00,Marquette,Wisconsin,4.5
20,2020-12-04 19:30:00,Stephen F. Austin,McNeese St.,-13.5
21,2020-12-04 19:30:00,Sam Houston St.,Dallas Christian,
22,2020-12-04 20:00:00,Memphis,Central Arkansas,-23.5
23,2020-12-04 20:00:00,Bradley,South Dakota State,-1
24,2020-12-04 20:00:00,Mississippi State,North Texas,-4
25,2020-12-04 20:00:00,Arkansas St.,Crowley's Ridge College,
26,2020-12-04 20:00:00,Miami-Florida,Stetson,-21.5
27,2020-12-04 21:00:00,Minnesota,North Dakota,-22
28,2020-12-04 21:00:00,Auburn,South Alabama,-11
29,2020-12-04 21:00:00,Loyola Marymount,Long Beach St.,-7.5
30,2020-12-04 21:00:00,Texas Tech,Troy,-28
31,2020-12-04 21:00:00,Seton Hall,Oregon,4
32,2020-12-04 21:00:00,Cal Poly SLO,San Francisco,13.5
33,2020-12-04 24:59:59,Massachusetts Lowell,Sacred Heart,
0,2020-12-05 10:00:00,Mercer,Columbia International,
1,2020-12-05 12:00:00,Liberty,Bluefield College,
2,2020-12-05 13:00:00,The Citadel,Toccoa Falls,
3,2020-12-05 13:35:00,Sacramento State,Idaho,-12.5
4,2020-12-05 14:00:00,East Carolina,Radford,-10.5
5,2020-12-05 14:00:00,Southern Utah,Montana,3
6,2020-12-05 14:00:00,High Point,North Florida,-5.5
7,2020-12-05 14:00:00,UNC Asheville,South Carolina State,-15.5
8,2020-12-05 14:00:00,Dayton,Southern Methodist,-1.5
9,2020-12-05 14:00:00,VCU,Mount St. Mary's,-14
10,2020-12-05 14:00:00,Ball St.,Illinois-Chicago,-5.5
11,2020-12-05 14:00:00,George Washington,Coppin St.,-10.5
12,2020-12-05 14:00:00,Charleston,Furman,7
13,2020-12-05 14:00:00,Arizona,Eastern Washington,-12.5
14,2020-12-05 14:00:00,Delaware,Salem International,
15,2020-12-05 14:00:00,Binghamton,Marist,4.5
16,2020-12-05 14:00:00,Chattanooga,Northern Kentucky,
17,2020-12-05 15:00:00,SIU Edwardsville,Nebraska Omaha,4
18,2020-12-05 15:00:00,Loyola-Chicago,Lewis,
19,2020-12-05 15:00:00,Bryant,Rhode Island College,
20,2020-12-05 15:00:00,Air Force,Lamar,-5
21,2020-12-05 15:00:00,Green Bay,Eastern Illinois,5.5
22,2020-12-05 15:00:00,Texas State,Incarnate Word,-16.5
23,2020-12-05 16:00:00,Dixie State,St. Katherine,
24,2020-12-05 16:00:00,Kansas,North Dakota State,-24.5
25,2020-12-05 16:00:00,Wright St.,Miami (OH),-4.5
26,2020-12-05 16:00:00,Hofstra,Iona,-8.5
27,2020-12-05 16:30:00,Providence,Fairleigh Dickinson,-20
28,2020-12-05 17:00:00,Belmont,Samford,-17.5
29,2020-12-05 17:00:00,Northwestern,Chicago St.,-32
30,2020-12-05 17:00:00,Arkansas,Lipscomb,-17.5
31,2020-12-05 17:00:00,UL Lafayette,LSU Shreveport,
32,2020-12-05 18:00:00,Murray St.,Illinois St.,-11.5
33,2020-12-05 18:00:00,Robert Morris,Point Park,
34,2020-12-05 18:00:00,South Carolina Upstate,Georgia Southern,5
35,2020-12-05 18:00:00,Houston,South Carolina,-8
36,2020-12-05 19:00:00,Pittsburgh,Northern Illinois,-15
37,2020-12-05 19:00:00,Florida Gulf Coast,Florida National,
38,2020-12-05 19:00:00,Syracuse,Rider,-24.5
39,2020-12-05 19:30:00,Oklahoma State,Oakland,-22.5
40,2020-12-05 20:00:00,Kansas State,UNLV,-3
41,2020-12-05 20:00:00,Houston Baptist,Rice,10
42,2020-12-05 20:00:00,Abilene Christian,Tarleton State,-15
43,2020-12-05 20:00:00,Texas-El Paso,Sul Ross St.,
44,2020-12-05 20:00:00,Saint Louis,Arkansas-Pine Bluff,-33
45,2020-12-05 21:00:00,Utah St.,Brigham Young,1
46,2020-12-05 22:00:00,Portland,Portland St.,3
47,2020-12-05 24:59:59,Delaware State,Delaware,
48,2020-12-05 24:59:59,Akron,Marshall,
49,2020-12-05 24:59:59,Boise St.,New Mexico,
50,2020-12-05 24:59:59,San Diego St.,Colorado St.,
51,2020-12-05 13:00:00,UMBC,Towson,
52,2020-12-05 13:00:00,Baylor,Gonzaga,3
53,2020-12-05 15:00:00,Bradley,Saint Joseph's,
54,2020-12-05 15:00:00,Gardner-Webb,Campbell,
55,2020-12-05 16:00:00,Colorado,Washington St.,-11
56,2020-12-05 17:30:00,Massachusetts Lowell,Bryant,
0,2020-12-06 12:00:00,Western Carolina,Tennessee Tech,-11.5
1,2020-12-06 13:00:00,Texas,Villanova,1.5
2,2020-12-06 14:00:00,Texas Tech,Grambling State,-32
3,2020-12-06 14:00:00,Drexel,Coppin St.,-14.5
4,2020-12-06 14:00:00,Florida,Stetson,-25
5,2020-12-06 14:00:00,Quinnipiac,New Hampshire,1.5
6,2020-12-06 14:00:00,Wichita St.,Missouri,4.5
7,2020-12-06 14:00:00,Valparaiso,Judson University,
8,2020-12-06 14:00:00,Ohio,Cleveland St.,-11
9,2020-12-06 14:00:00,Mercer,Southern Wesleyan,
10,2020-12-06 14:00:00,North Carolina A&T,Stanford,19.5
11,2020-12-06 14:30:00,St. John's,Stony Brook,-18
12,2020-12-06 15:00:00,Denver,UC Riverside,6.5
13,2020-12-06 15:00:00,Little Rock,Central Arkansas,-10.5
14,2020-12-06 15:00:00,Drake,St. Ambrose,
15,2020-12-06 15:00:00,UAB,Troy,-14.5
16,2020-12-06 15:00:00,Northwestern St.,UL Monroe,-4
17,2020-12-06 15:00:00,Cincinnati,Xavier,-3
18,2020-12-06 15:00:00,Western Kentucky,Mississippi Valley State,-42.5
19,2020-12-06 15:30:00,Western Illinois,Central Michigan,6
20,2020-12-06 15:45:00,North Alabama,Carver Bible College,
21,2020-12-06 16:00:00,Marist,Binghamton,-5.5
22,2020-12-06 16:00:00,Oregon St.,Wyoming,-9
23,2020-12-06 16:00:00,Michigan,Central Florida,-13
24,2020-12-06 16:00:00,Texas A&M,Texas Rio Grande Valley,-14.5
25,2020-12-06 16:00:00,Texas Christian,Oklahoma,4.5
26,2020-12-06 16:00:00,Appalachian St.,North Carolina Wesleyan,
27,2020-12-06 16:00:00,Longwood,Greensboro,
28,2020-12-06 16:00:00,Army,La Salle,-2
29,2020-12-06 16:30:00,Georgetown,West Virginia,11
30,2020-12-06 16:30:00,San Diego St.,Pepperdine,-8.5
31,2020-12-06 17:00:00,Georgia Tech,Kentucky,6.5
32,2020-12-06 17:00:00,Long Beach St.,Seattle,-2
33,2020-12-06 17:00:00,Southern Illinois,Quincy,
34,2020-12-06 17:00:00,Stephen F. Austin,LSU-Alexandria,
35,2020-12-06 18:00:00,Michigan St,Western Michigan,-23
36,2020-12-06 18:00:00,Bowling Green,Buffalo,-2.5
37,2020-12-06 18:00:00,Louisiana State,Louisiana Tech,-9.5
38,2020-12-06 18:00:00,Howard,Bellarmine,6
39,2020-12-06 18:00:00,Sam Houston St.,Howard Payne,
40,2020-12-06 19:00:00,Notre Dame,Detroit Mercy,-12
41,2020-12-06 20:00:00,Penn St.,Seton Hall,-2.5
42,2020-12-06 20:00:00,UCLA,California,-9.5
43,2020-12-06 12:00:00,Duke,Elon University,
44,2020-12-06 24:59:59,Temple,La Salle,
45,2020-12-06 14:00:00,Butler,Northern Kentucky,
0,2020-12-07 14:00:00,Richmond,Wofford,-12.5
1,2020-12-07 16:00:00,UMBC,George Washington,1
2,2020-12-07 16:00:00,Hartford,Fairfield,-3.5
3,2020-12-07 17:00:00,East Carolina,UNC Wilmington,-7.5
4,2020-12-07 18:00:00,Charlotte,South Carolina State,-20.5
5,2020-12-07 18:00:00,Coastal Carolina,North Carolina Central,-10
6,2020-12-07 19:00:00,Middle Tennessee St.,Chattanooga,-1.5
7,2020-12-07 19:00:00,Norfolk State,Hampton,-5.5
8,2020-12-07 19:00:00,North Florida,Florida Atlantic,7
9,2020-12-07 19:00:00,The Citadel,Columbia International,
10,2020-12-07 19:00:00,CSU Bakersfield,Bethesda,
11,2020-12-07 19:00:00,Western Michigan,Adrian College,
12,2020-12-07 19:00:00,Oregon,Eastern Washington,-14
13,2020-12-07 19:00:00,Nevada,William Jessup,
14,2020-12-07 19:00:00,Eastern Kentucky,Morehead St.,-9.5
15,2020-12-07 19:30:00,SE Missouri St.,Lipscomb,3.5
16,2020-12-07 20:00:00,UC Santa Barbara,Loyola Marymount,-3
17,2020-12-07 20:00:00,Bradley,Lewis,
18,2020-12-07 21:00:00,Arizona,Northern Arizona,-23
0,2020-12-08 14:30:00,New Orleans,Florida National,
1,2020-12-08 15:00:00,Iona,Morgan St.,-8.5
2,2020-12-08 16:00:00,UMBC,Delaware,1
3,2020-12-08 16:00:00,La Salle,Lincoln PA,
4,2020-12-08 17:00:00,VMI,Greensboro,
5,2020-12-08 17:00:00,Seton Hall,Wagner,-21
6,2020-12-08 17:00:00,Indiana St.,Truman State,
7,2020-12-08 17:00:00,South Florida,Stetson,-14
8,2020-12-08 17:00:00,Kansas,Creighton,-3.5
9,2020-12-08 17:00:00,Miami-Florida,Purdue,3
10,2020-12-08 18:00:00,Utah,Idaho State,-21.5
11,2020-12-08 18:00:00,Longwood,North Carolina A&T,2
12,2020-12-08 18:00:00,Tennessee,Colorado,-6
13,2020-12-08 19:00:00,Dayton,Northern Kentucky,-11.5
14,2020-12-08 19:00:00,St. John's,Rider,-18.5
15,2020-12-08 19:00:00,Northern Illinois,Ball St.,7
16,2020-12-08 19:00:00,Charleston Southern,Carver Bible College,
17,2020-12-08 19:00:00,Georgia,Montana,-11
18,2020-12-08 19:00:00,Mount St. Mary's,St. Francis (PA),-2
19,2020-12-08 19:00:00,Fairleigh Dickinson,Central Conn. St.,-8.5
20,2020-12-08 19:00:00,St. Francis (BKN),Bryant,4
21,2020-12-08 19:00:00,UL Lafayette,LSU-Alexandria,
22,2020-12-08 19:00:00,Georgetown,Coppin St.,-20.5
23,2020-12-08 19:00:00,Minnesota,Boston College,-7
24,2020-12-08 19:00:00,South Alabama,William Carey,
25,2020-12-08 19:00:00,Detroit Mercy,Kent St.,2
26,2020-12-08 19:00:00,Jacksonville,Campbell,-2.5
27,2020-12-08 19:30:00,Notre Dame,Ohio St.,6
28,2020-12-08 19:30:00,Iowa,North Carolina,-4
29,2020-12-08 19:30:00,Belmont,Tennessee St.,-14.5
30,2020-12-08 20:00:00,Saint Louis,Central Arkansas,-22
31,2020-12-08 20:00:00,Memphis,Mississippi Valley State,-45.5
32,2020-12-08 20:00:00,Oklahoma State,Oral Roberts,-15.5
33,2020-12-08 20:00:00,Kansas State,Fort Hays State,
34,2020-12-08 20:30:00,Murray St.,Austin Peay,-3.5
35,2020-12-08 21:00:00,Mississippi State,Jackson State,-18
36,2020-12-08 21:00:00,Marquette,Green Bay,-20.5
37,2020-12-08 21:00:00,Virginia Tech,Penn St.,-5.5
38,2020-12-08 21:00:00,Utah St.,College of Idaho,
39,2020-12-08 21:00:00,Weber St.,Westminster (UT),
40,2020-12-08 21:30:00,Rutgers,Syracuse,-4.5
41,2020-12-08 21:30:00,Duke,Illinois,-3
42,2020-12-08 22:00:00,Saint Mary's,Texas-El Paso,-12.5
43,2020-12-08 22:00:00,Southern California,UC Irvine,-10.5
44,2020-12-08 22:05:00,Portland St.,Northwest University,
45,2020-12-08 24:59:59,Fresno St.,CSU Northridge,
46,2020-12-08 18:00:00,Howard,Elon University,
47,2020-12-08 19:00:00,Tulsa,Arkansas,
48,2020-12-08 19:00:00,UNC Asheville,East Tennessee St.,2
49,2020-12-08 19:00:00,NJIT,Sacred Heart,
50,2020-12-08 19:00:00,St. John's,Fordham,
0,2020-12-09 14:00:00,Radford,Mars Hill,
1,2020-12-09 14:30:00,New Orleans,Campbell,5
2,2020-12-09 15:00:00,Loyola-Chicago,Chicago St.,-35.5
3,2020-12-09 16:00:00,St. Francis (BKN),Bryant,6
4,2020-12-09 16:00:00,Fairleigh Dickinson,Central Conn. St.,-7.5
5,2020-12-09 16:30:00,Wisconsin,Rhode Island,-10.5
6,2020-12-09 17:00:00,Cincinnati,Furman,-3.5
7,2020-12-09 17:00:00,Texas Christian,Providence,-1
8,2020-12-09 17:00:00,Clemson,Maryland,-2
9,2020-12-09 17:30:00,Miami (OH),Western Illinois,-12.5
10,2020-12-09 18:00:00,Michigan,Toledo,-14.5
11,2020-12-09 18:00:00,Morehead St.,Transylvania,
12,2020-12-09 18:00:00,Richmond,Northern Iowa,-9.5
13,2020-12-09 19:00:00,VCU,North Carolina A&T,-23.5
14,2020-12-09 19:00:00,UNC Wilmington,St. Andrews,
15,2020-12-09 19:00:00,The Citadel,Carver Bible College,
16,2020-12-09 19:00:00,Bellarmine,Chattanooga,5
17,2020-12-09 19:00:00,UL Monroe,Lamar,-3
18,2020-12-09 19:00:00,Valparaiso,SIU Edwardsville,-11
19,2020-12-09 19:00:00,Texas Tech,Abilene Christian,-14.5
20,2020-12-09 19:00:00,Charleston,Marshall,6.5
21,2020-12-09 19:00:00,Evansville,Eastern Illinois,3
22,2020-12-09 19:00:00,Youngstown St.,Point Park,
23,2020-12-09 19:00:00,Eastern Michigan,Adrian College,
24,2020-12-09 19:00:00,Jacksonville,Florida National,
25,2020-12-09 19:00:00,Arizona,CSU Bakersfield,-16
26,2020-12-09 19:00:00,Arkansas St.,Arkansas-Pine Bluff,-13
27,2020-12-09 19:00:00,Hofstra,Stony Brook,-8.5
28,2020-12-09 19:15:00,Florida State,Indiana,-3
29,2020-12-09 19:15:00,Nebraska,Georgia Tech,3
30,2020-12-09 19:30:00,Louisiana Tech,Southeastern Louisiana,-18.5
31,2020-12-09 19:30:00,UAB,Tuskegee,
32,2020-12-09 20:00:00,Baylor,Stephen F. Austin,-23.5
33,2020-12-09 20:00:00,San Jose St.,Fresno Pacific,
34,2020-12-09 20:00:00,Tulane,Southern Miss,-6
35,2020-12-09 20:00:00,Texas,Texas State,-17.5
36,2020-12-09 20:00:00,Arkansas,Southern,
37,2020-12-09 20:00:00,Lipscomb,SE Missouri St.,-7.5
38,2020-12-09 20:00:00,Xavier,Oklahoma,3.5
39,2020-12-09 20:00:00,Utah Valley,Southern Utah,5
40,2020-12-09 20:00:00,Drake,McKendree,
41,2020-12-09 20:15:00,Missouri,Liberty,-10
42,2020-12-09 20:30:00,Northern Colorado,Colorado Christian,
43,2020-12-09 21:00:00,Cal Poly SLO,Santa Clara,8.5
44,2020-12-09 21:00:00,UCLA,San Diego,-20
45,2020-12-09 21:00:00,Washington St.,Idaho,-18.5
46,2020-12-09 21:00:00,Wyoming,Denver,-13
47,2020-12-09 21:00:00,Pepperdine,California,-4.5
48,2020-12-09 21:00:00,Brigham Young,Boise St.,-3.5
49,2020-12-09 21:15:00,Northwestern,Pittsburgh,-3
50,2020-12-09 23:00:00,Washington,Seattle,-11.5
51,2020-12-09 23:00:00,Oregon,Florida A&M,-28.5
52,2020-12-09 16:00:00,La Salle,Massachusetts,-10
53,2020-12-09 19:00:00,Gardner-Webb,Presbyterian,
54,2020-12-09 19:15:00,Wisconsin,Louisville,
55,2020-12-09 19:15:00,Michigan,NC State,
56,2020-12-09 20:00:00,Houston,Sam Houston St.,
0,2020-12-10 13:00:00,Campbell,Florida National,
1,2020-12-10 14:00:00,Western Illinois,Mount St. Joseph,
2,2020-12-10 14:00:00,Ohio,Purdue Northwest,
3,2020-12-10 16:00:00,Buffalo,Mercyhurst,
4,2020-12-10 17:00:00,Jacksonville,New Orleans,-7
5,2020-12-10 17:00:00,East Carolina,North Florida,-14.5
6,2020-12-10 18:00:00,Morehead St.,Transylvania,
7,2020-12-10 18:30:00,South Dakota,North Dakota,-3.5
8,2020-12-10 19:00:00,North Alabama,Troy,-3.5
9,2020-12-10 19:00:00,Coppin St.,UNC Greensboro,21
10,2020-12-10 19:30:00,Sam Houston St.,Le Tourneau,
11,2020-12-10 19:30:00,California Baptist,St. Katherine,
12,2020-12-10 20:00:00,Western Kentucky,Gardner-Webb,-19.5
13,2020-12-10 20:00:00,Oregon St.,Portland,-16
14,2020-12-10 20:00:00,Minnesota,Kansas City,-17
15,2020-12-10 20:00:00,Northern Arizona,UC Riverside,5.5
16,2020-12-10 20:00:00,Mississippi,Jackson State,-22.5
17,2020-12-10 20:00:00,Texas A&M-CC,Texas Rio Grande Valley,2
18,2020-12-10 21:00:00,South Dakota State,North Dakota State,-8
19,2020-12-10 21:00:00,San Francisco,Long Beach St.,-15.5
20,2020-12-10 22:00:00,Arizona State,San Diego St.,-2
21,2020-12-10 19:00:00,VMI,Mercer,7.5
22,2020-12-10 19:00:00,Gardner-Webb,Presbyterian,
23,2020-12-10 19:00:00,LIU,Merrimack,
24,2020-12-10 19:00:00,Stetson,Florida College,
0,2020-12-11 19:00:00,UNC Greensboro,North Carolina Wesleyan,
1,2020-12-11 13:30:00,Massachusetts,Northeastern,-7
2,2020-12-11 15:00:00,West Virginia,North Texas,-13
3,2020-12-11 16:30:00,Seton Hall,St. John's,-5
4,2020-12-11 17:00:00,Charlotte,Appalachian St.,-3
5,2020-12-11 17:05:00,Eastern Washington,College of Idaho,
6,2020-12-11 17:30:00,Miami (OH),Mount St. Joseph,
7,2020-12-11 18:00:00,Texas Southern,Le Tourneau,
8,2020-12-11 18:00:00,Manhattan,Rider,1
9,2020-12-11 18:30:00,North Dakota,South Dakota State,9.5
10,2020-12-11 19:00:00,Texas-Arlington,Hardin-Simmons,
11,2020-12-11 19:00:00,Kansas,Nebraska Omaha,-25
12,2020-12-11 19:00:00,Charleston,South Carolina State,-21
13,2020-12-11 19:00:00,Canisius,Marist,-3.5
14,2020-12-11 19:00:00,Georgetown,Villanova,12
15,2020-12-11 19:00:00,Delaware,George Washington,1.5
16,2020-12-11 19:00:00,Davidson,Georgia Southern,-13.5
17,2020-12-11 19:00:00,Creighton,Nebraska,-14
18,2020-12-11 19:00:00,Fairfield,Iona,4
19,2020-12-11 19:30:00,Southern Illinois,Murray St.,6.5
20,2020-12-11 20:00:00,Houston Baptist,Champion Christian,
21,2020-12-11 20:00:00,Saint Peter's,Niagara,-8.5
22,2020-12-11 20:00:00,Kansas State,Milwaukee,-10.5
23,2020-12-11 20:30:00,Northern Colorado,Regis University,
24,2020-12-11 20:30:00,Arkansas St.,Central Baptist,
25,2020-12-11 21:00:00,Grand Canyon,Nevada,1
26,2020-12-11 21:00:00,North Dakota State,South Dakota,-4
27,2020-12-11 21:00:00,Iowa,Iowa State,-13
28,2020-12-11 21:30:00,UCLA,Marquette,-4.5
29,2020-12-11 22:00:00,Saint Mary's,San Jose St.,-18.5
30,2020-12-11 24:59:59,LIU,Merrimack,
31,2020-12-11 14:00:00,Kent St.,Gannon,
32,2020-12-11 15:00:00,Butler,Kansas State,
33,2020-12-11 17:00:00,UNC Asheville,High Point,-4
34,2020-12-11 19:00:00,Sacred Heart,Hartford,
35,2020-12-11 19:00:00,Fairfield,Siena,
36,2020-12-11 19:00:00,Connecticut,St. John's,
37,2020-12-11 21:00:00,San Diego,CSU Fullerton,-9
0,2020-12-12 11:00:00,Florida State,Florida,-1.5
1,2020-12-12 12:00:00,Toledo,Kansas City,-11
2,2020-12-12 12:00:00,Miami-Florida,Florida Gulf Coast,-18.5
3,2020-12-12 12:00:00,Kentucky,Notre Dame,-7
4,2020-12-12 12:00:00,IUPUI,Tennessee St.,-2
5,2020-12-12 12:00:00,South Florida,Wofford,-3
6,2020-12-12 12:30:00,Tennessee,Cincinnati,-7
7,2020-12-12 13:00:00,Boston College,Syracuse,3.5
8,2020-12-12 13:00:00,Bryant,Stony Brook,6.5
9,2020-12-12 14:00:00,Drexel,La Salle,-3
10,2020-12-12 14:00:00,Texas Tech,Texas A&M-CC,-27.5
11,2020-12-12 14:00:00,Texas A&M,Texas Christian,
12,2020-12-12 14:00:00,Kennesaw St.,Dalton St.,
13,2020-12-12 14:00:00,Chattanooga,North Georgia,
14,2020-12-12 14:00:00,Western Michigan,Detroit Mercy,1
15,2020-12-12 14:00:00,Tulane,Arkansas-Pine Bluff,-18.5
16,2020-12-12 14:00:00,UNC Asheville,High Point,-4.5
17,2020-12-12 14:00:00,Abilene Christian,McMurry,
18,2020-12-12 14:00:00,Furman,Flagler College,
19,2020-12-12 14:00:00,North Carolina,North Carolina Central,-24.5
20,2020-12-12 15:00:00,Southern Miss,South Alabama,4
21,2020-12-12 15:00:00,Wichita St.,Oklahoma State,3
22,2020-12-12 15:00:00,Denver,Dixie State,-2.5
23,2020-12-12 15:00:00,Dayton,Mississippi State,
24,2020-12-12 16:00:00,South Carolina Upstate,Winthrop,11.5
25,2020-12-12 16:00:00,Pittsburgh,Gardner-Webb,-13.5
26,2020-12-12 16:00:00,Utah Valley,Wyoming,7.5
27,2020-12-12 16:00:00,East Tennessee St.,UAB,3.5
28,2020-12-12 16:00:00,CSU Bakersfield,Idaho,-12.5
29,2020-12-12 16:00:00,Eastern Kentucky,Transylvania,
30,2020-12-12 16:00:00,North Carolina A&T,Western Carolina,7.5
31,2020-12-12 16:30:00,Central Michigan,Valparaiso,3
32,2020-12-12 17:00:00,Coastal Carolina,Greensboro,
33,2020-12-12 17:00:00,North Florida,Florida International,7.5
34,2020-12-12 17:00:00,Texas State,Our Lady of the Lake,
35,2020-12-12 17:00:00,Northwestern St.,Champion Christian,
36,2020-12-12 17:00:00,Loyola Marymount,UC Santa Barbara,-2
37,2020-12-12 17:00:00,Oklahoma,Florida A&M,-26.5
38,2020-12-12 17:00:00,Mississippi,UNC Wilmington,-18
39,2020-12-12 17:00:00,UL Monroe,Stephen F. Austin,6.5
40,2020-12-12 17:00:00,Eastern Illinois,Western Illinois,-11.5
41,2020-12-12 17:00:00,VCU,Old Dominion,-7
42,2020-12-12 17:00:00,Middle Tennessee St.,Covenant,
43,2020-12-12 17:30:00,Auburn,Memphis,6
44,2020-12-12 18:00:00,Arizona,Texas-El Paso,-16.5
45,2020-12-12 18:00:00,California Baptist,Fresno Pacific,
46,2020-12-12 18:00:00,Brigham Young,Utah,-1.5
47,2020-12-12 18:00:00,Manhattan,Rider,1.5
48,2020-12-12 18:30:00,North Dakota,North Dakota State,5
49,2020-12-12 19:00:00,UL Lafayette,Louisiana Tech,4.5
50,2020-12-12 19:00:00,Fairfield,Iona,7.5
51,2020-12-12 19:00:00,Ball St.,Illinois St.,-4
52,2020-12-12 19:00:00,Canisius,Marist,-4.5
53,2020-12-12 19:00:00,Georgia,Samford,-18
54,2020-12-12 19:30:00,Purdue,Indiana St.,-15.5
55,2020-12-12 19:30:00,McNeese St.,Carver Bible College,
56,2020-12-12 20:00:00,Missouri,Illinois,3.5
57,2020-12-12 20:00:00,Saint Peter's,Niagara,-8.5
58,2020-12-12 20:00:00,Arkansas,Central Arkansas,-25
59,2020-12-12 20:00:00,Alabama,Clemson,1.5
60,2020-12-12 20:00:00,Washington,Oregon,8.5
61,2020-12-12 20:00:00,Lipscomb,Belmont,9
62,2020-12-12 21:00:00,South Dakota,South Dakota State,10.5
63,2020-12-12 21:00:00,Pepperdine,CSU Northridge,-15
64,2020-12-12 24:59:59,Fresno St.,Cal Poly SLO,
65,2020-12-12 14:00:00,NJIT,New Hampshire,
66,2020-12-12 14:00:00,Houston,Rice,
67,2020-12-12 15:00:00,Saint Joseph's,Temple,
68,2020-12-12 15:00:00,Saint Louis,Evansville,-21.5
69,2020-12-12 15:00:00,Oral Roberts,Tulsa,
70,2020-12-12 15:00:00,North Carolina,Elon University,
71,2020-12-12 17:00:00,Santa Clara,Sacramento State,-6.5
72,2020-12-12 17:00:00,Tenn-Martin,SE Missouri St.,
73,2020-12-12 18:30:00,Providence,Xavier,
74,2020-12-12 19:00:00,Fairfield,Siena,
0,2020-12-13 12:00:00,Northeastern,Massachusetts,4.5
1,2020-12-13 12:00:00,Western Kentucky,Rhode Island,-5.5
2,2020-12-13 12:00:00,Indiana,North Alabama,-25
3,2020-12-13 12:00:00,Michigan St,Oakland,-24.5
4,2020-12-13 12:00:00,Bowling Green,Wright St.,-1.5
5,2020-12-13 13:00:00,UNC Asheville,High Point,
6,2020-12-13 13:00:00,Binghamton,Youngstown St.,6
7,2020-12-13 13:00:00,VMI,Hampton,-6.5
8,2020-12-13 13:00:00,West Virginia,Richmond,-7.5
9,2020-12-13 14:00:00,South Carolina Upstate,Winthrop,13
10,2020-12-13 14:00:00,Marshall,Ohio,-3
11,2020-12-13 14:00:00,Kent St.,Northern Kentucky,-5.5
12,2020-12-13 14:00:00,Iowa,Northern Illinois,-30
13,2020-12-13 14:00:00,Michigan,Penn St.,-7
14,2020-12-13 14:00:00,UNC Greensboro,Norfolk State,-13
15,2020-12-13 14:00:00,Illinois-Chicago,Loyola-Chicago,10
16,2020-12-13 14:00:00,South Carolina State,Jacksonville,11.5
17,2020-12-13 14:00:00,Western Michigan,Milwaukee,-3
