,Date,Home,Away,Line
41,2021-02-11 21:00:00,Loyola Marymount,Pepperdine,
42,2021-02-11 22:00:00,Santa Clara,Gonzaga,
43,2021-02-11 23:00:00,Brigham Young,Saint Mary's,
0,2021-02-12 12:00:00,IUPUI,Illinois-Chicago,3
1,2021-02-12 13:00:00,Quinnipiac,Canisius,-5
2,2021-02-12 16:00:00,St. Francis (PA),St. Francis (BKN),-1.5
3,2021-02-12 16:00:00,Mount St. Mary's,LIU,-1.5
4,2021-02-12 16:00:00,Hampton,Presbyterian,-2
5,2021-02-12 16:00:00,Longwood,Gardner-Webb,4.5
6,2021-02-12 17:00:00,Youngstown St.,Purdue Fort Wayne,-5.5
7,2021-02-12 17:00:00,Green Bay,Northern Kentucky,-1
8,2021-02-12 17:00:00,Iona,Manhattan,-5
9,2021-02-12 18:00:00,High Point,Charleston Southern,-7.5
10,2021-02-12 18:00:00,Murray St.,SE Missouri St.,-13
11,2021-02-12 18:00:00,Liberty,North Florida,-11.5
12,2021-02-12 18:00:00,UC Davis,Long Beach St.,-7.5
13,2021-02-12 18:00:00,Marshall,Middle Tennessee St.,-15.5
14,2021-02-12 18:00:00,Kennesaw St.,Stetson,5.5
15,2021-02-12 19:00:00,North Alabama,Bellarmine,6.5
16,2021-02-12 19:00:00,Radford,Winthrop,5.5
17,2021-02-12 19:00:00,Miami (OH),Akron,4
18,2021-02-12 19:00:00,CSU Bakersfield,UC San Diego,-9
19,2021-02-12 19:00:00,UC Riverside,UC Irvine,2
20,2021-02-12 19:00:00,Texas-San Antonio,Florida Atlantic,-4
21,2021-02-12 19:00:00,Jacksonville,Lipscomb,6
22,2021-02-12 19:00:00,Wright St.,Milwaukee,-16
23,2021-02-12 19:00:00,Central Conn. St.,Merrimack,5.5
24,2021-02-12 19:00:00,Robert Morris,Oakland,2.5
25,2021-02-12 19:00:00,Campbell,South Carolina Upstate,-4
26,2021-02-12 19:00:00,Cincinnati,Temple,-6.5
27,2021-02-12 19:00:00,VCU,St. Bonaventure,-3
28,2021-02-12 19:00:00,Central Florida,Tulane,-4.5
29,2021-02-12 19:00:00,Albany,Massachusetts Lowell,-4.5
30,2021-02-12 19:30:00,Louisiana Tech,UAB,-1
31,2021-02-12 20:00:00,Southern Miss,North Texas,8.5
32,2021-02-12 20:00:00,Utah Valley,Dixie State,-9
33,2021-02-12 20:00:00,Western Kentucky,Rice,-10.5
34,2021-02-12 20:00:00,Clemson,Georgia Tech,-4
35,2021-02-12 20:00:00,Kansas City,Nebraska Omaha,-6
36,2021-02-12 20:00:00,Western Illinois,Denver,-5.5
37,2021-02-12 20:00:00,Buffalo,Western Michigan,-14
38,2021-02-12 20:30:00,Arkansas St.,Little Rock,3.5
39,2021-02-12 21:00:00,Seattle,New Mexico St.,7.5
40,2021-02-12 21:00:00,Texas-El Paso,Florida International,-7.5
41,2021-02-12 21:00:00,Cleveland St.,Detroit Mercy,-3
42,2021-02-12 21:00:00,Nebraska,Illinois,14
43,2021-02-12 22:00:00,Portland St.,Simpson University,
44,2021-02-12 23:59:00,Hawaii,UC Santa Barbara,5
45,2021-02-12 24:59:59,Siena,Canisius,
46,2021-02-12 16:00:00,Sacred Heart,Bryant,
47,2021-02-12 17:00:00,South Carolina Upstate,UNC Asheville,
48,2021-02-12 18:00:00,Kennesaw St.,Florida Gulf Coast,
49,2021-02-12 20:00:00,Central Michigan,Buffalo,
50,2021-02-12 21:00:00,California Baptist,Texas Rio Grande Valley,
51,2021-02-12 22:00:00,Utah St.,Wyoming,
0,2021-02-13 17:00:00,UL Monroe,UL Lafayette,3
1,2021-02-13 12:00:00,Oklahoma State,Kansas State,-13
2,2021-02-13 12:00:00,Chattanooga,The Citadel,-10
3,2021-02-13 12:00:00,IUPUI,Illinois-Chicago,2
4,2021-02-13 12:00:00,Florida State,Wake Forest,-13
5,2021-02-13 12:00:00,Xavier,Connecticut,-4
6,2021-02-13 12:00:00,Ohio St.,Indiana,-7
7,2021-02-13 12:00:00,Drake,Loyola-Chicago,3.5
8,2021-02-13 13:00:00,Quinnipiac,Canisius,1.5
9,2021-02-13 13:00:00,Mississippi State,Vanderbilt,-7.5
10,2021-02-13 13:00:00,Kentucky,Auburn,-3.5
11,2021-02-13 13:00:00,Charleston,Elon University,-7.5
12,2021-02-13 13:00:00,Towson,Northeastern,2.5
13,2021-02-13 13:00:00,VMI,Samford,-6.5
14,2021-02-13 13:00:00,West Virginia,Oklahoma,-4
15,2021-02-13 13:30:00,Georgetown,Butler,-2
16,2021-02-13 14:00:00,Louisiana State,Tennessee,3
17,2021-02-13 14:00:00,Holy Cross,Boston U,6
18,2021-02-13 14:00:00,Morgan St.,Norfolk State,-4
19,2021-02-13 14:00:00,Vermont,Stony Brook,-10.5
20,2021-02-13 14:00:00,Hartford,NJIT,-3
21,2021-02-13 14:00:00,Syracuse,Boston College,-11.5
22,2021-02-13 14:00:00,Arizona,Oregon,-1.5
23,2021-02-13 14:00:00,Lafayette,Loyola (MD),-2.5
24,2021-02-13 14:00:00,Toledo,Bowling Green,-8
25,2021-02-13 14:00:00,Texas,Texas Christian,-12
26,2021-02-13 14:00:00,Mercer,UNC Greensboro,2
27,2021-02-13 14:00:00,James Madison,Hofstra,-2
28,2021-02-13 14:00:00,Furman,Western Carolina,-13
29,2021-02-13 14:00:00,Kent St.,Northern Illinois,-15
30,2021-02-13 14:00:00,Idaho State,Idaho,-10
31,2021-02-13 14:05:00,Montana St.,Eastern Washington,4
32,2021-02-13 14:30:00,Michigan St,Iowa,4.5
33,2021-02-13 15:00:00,Air Force,Fresno St.,4.5
34,2021-02-13 15:00:00,California Baptist,Sacramento State,-2.5
35,2021-02-13 15:00:00,Albany,Massachusetts Lowell,-4.5
36,2021-02-13 15:00:00,Iowa State,Kansas,12
37,2021-02-13 15:00:00,Texas State,Texas-Arlington,-5.5
38,2021-02-13 15:00:00,Wright St.,Milwaukee,-15.5
39,2021-02-13 15:30:00,North Dakota,South Dakota,6.5
40,2021-02-13 15:30:00,Fordham,Saint Louis,17.5
41,2021-02-13 15:30:00,Alabama,Georgia,-13
42,2021-02-13 15:45:00,Arkansas-Pine Bluff,Southern,7
43,2021-02-13 16:00:00,Grambling State,Texas Southern,3.5
44,2021-02-13 16:00:00,Southern Illinois,Illinois St.,-5.5
45,2021-02-13 16:00:00,East Tennessee St.,Wofford,-2
46,2021-02-13 16:00:00,Texas-San Antonio,Florida Atlantic,-5
47,2021-02-13 16:00:00,Louisiana Tech,UAB,-1.5
48,2021-02-13 16:00:00,Marshall,Middle Tennessee St.,-17
49,2021-02-13 16:00:00,Old Dominion,Charlotte,-4
50,2021-02-13 16:00:00,Kennesaw St.,Stetson,6.5
51,2021-02-13 16:00:00,UC Davis,Long Beach St.,-6.5
52,2021-02-13 16:00:00,Missouri,Arkansas,-2.5
53,2021-02-13 16:00:00,NC State,Duke,3
54,2021-02-13 16:00:00,Army,Colgate,6
55,2021-02-13 16:30:00,Montana,Weber St.,2
56,2021-02-13 17:00:00,Abilene Christian,Texas A&M-CC,-19.5
57,2021-02-13 17:00:00,Troy,South Alabama,1
58,2021-02-13 17:00:00,Robert Morris,Oakland,2.5
59,2021-02-13 17:00:00,Green Bay,Northern Kentucky,0
60,2021-02-13 17:00:00,Jacksonville St.,SIU Edwardsville,-9
61,2021-02-13 17:00:00,Tennessee St.,Eastern Kentucky,6.5
62,2021-02-13 17:00:00,Tennessee Tech,Eastern Illinois,0
63,2021-02-13 17:00:00,Belmont,Morehead St.,-10
64,2021-02-13 17:00:00,Southern Miss,North Texas,9.5
65,2021-02-13 17:00:00,Iona,Manhattan,-8
66,2021-02-13 17:00:00,Saint Peter's,Fairfield,-11
67,2021-02-13 17:00:00,Creighton,Villanova,2
68,2021-02-13 17:00:00,Liberty,North Florida,-12
69,2021-02-13 17:00:00,Northwestern St.,McNeese St.,-4.5
70,2021-02-13 17:00:00,Rutgers,Northwestern,-8
71,2021-02-13 17:00:00,Youngstown St.,Purdue Fort Wayne,-5.5
72,2021-02-13 17:00:00,Oral Roberts,South Dakota State,4
73,2021-02-13 17:30:00,Mississippi Valley State,Alcorn St.,13.5
74,2021-02-13 17:30:00,Alabama St.,Alabama A&M,4.5
75,2021-02-13 18:00:00,San Francisco,Gonzaga,16.5
76,2021-02-13 18:00:00,Western Kentucky,Rice,-10
77,2021-02-13 18:00:00,Austin Peay,SE Missouri St.,-11
78,2021-02-13 18:00:00,Sam Houston St.,Central Arkansas,-12.5
79,2021-02-13 18:00:00,Houston Baptist,Lamar,-1.5
80,2021-02-13 18:00:00,Little Rock,Arkansas St.,-5.5
81,2021-02-13 18:00:00,Missouri St.,Bradley,-8
82,2021-02-13 18:00:00,Jacksonville,Lipscomb,7
83,2021-02-13 18:00:00,South Carolina,Mississippi,1
84,2021-02-13 18:00:00,Virginia,North Carolina,-6.5
85,2021-02-13 19:00:00,Loyola Marymount,Pacific,-2
86,2021-02-13 19:00:00,CSU Bakersfield,UC San Diego,-8.5
87,2021-02-13 19:00:00,Cleveland St.,Detroit Mercy,-2
88,2021-02-13 19:00:00,North Alabama,Bellarmine,5
89,2021-02-13 19:00:00,Fairleigh Dickinson,Wagner,-2.5
90,2021-02-13 19:30:00,Washington,UCLA,9.5
91,2021-02-13 20:00:00,Washington St.,Southern California,8
92,2021-02-13 20:00:00,Southeastern Louisiana,Nicholls State,6.5
93,2021-02-13 20:00:00,DePaul,Providence,2.5
94,2021-02-13 20:00:00,Western Illinois,Denver,-6.5
95,2021-02-13 20:00:00,Kansas City,Nebraska Omaha,-6.5
96,2021-02-13 20:00:00,Northern Iowa,Valparaiso,-7
97,2021-02-13 20:00:00,Pepperdine,Saint Mary's,-1.5
98,2021-02-13 20:00:00,Utah Valley,Dixie State,-10.5
99,2021-02-13 20:30:00,Murray St.,Tenn-Martin,-17.5
100,2021-02-13 21:00:00,Texas-El Paso,Florida International,-8.5
101,2021-02-13 22:00:00,Stanford,Utah,-4
102,2021-02-13 22:00:00,Boise St.,UNLV,-9.5
103,2021-02-13 22:00:00,California,Colorado,9.5
104,2021-02-13 23:00:00,Seattle,New Mexico St.,6.5
105,2021-02-13 23:59:00,UC Riverside,UC Irvine,1
106,2021-02-13 23:59:00,Hawaii,UC Santa Barbara,5.5
107,2021-02-13 24:59:59,Western Michigan,Ohio,
108,2021-02-13 24:59:59,Lehigh,Loyola (MD),
109,2021-02-13 24:59:59,Navy,Lafayette,
110,2021-02-13 12:00:00,East Carolina,Temple,
111,2021-02-13 24:59:59,Brigham Young,San Diego,
112,2021-02-13 13:00:00,Maine,Binghamton,
113,2021-02-13 13:00:00,UNC Wilmington,William & Mary,
114,2021-02-13 13:00:00,Ball St.,Eastern Michigan,
115,2021-02-13 14:00:00,Dayton,Saint Joseph's,
116,2021-02-13 14:00:00,La Salle,George Washington,
117,2021-02-13 14:00:00,Bucknell,American U.,
118,2021-02-13 14:00:00,Baylor,Texas Tech,
119,2021-02-13 14:00:00,Delaware,Drexel,
120,2021-02-13 15:00:00,Georgia Southern,Georgia St.,2
121,2021-02-13 16:00:00,Kennesaw St.,Florida Gulf Coast,
122,2021-02-13 16:00:00,San Jose St.,Nevada,16
123,2021-02-13 17:00:00,Santa Clara,Portland,
124,2021-02-13 18:30:00,Jackson State,Prairie View A&M,
125,2021-02-13 19:00:00,George Mason,Duquesne,
126,2021-02-13 19:00:00,Davidson,Rhode Island,
127,2021-02-13 20:30:00,Florida,Texas A&M,
128,2021-02-13 21:00:00,California Baptist,Texas Rio Grande Valley,
0,2021-02-14 12:00:00,Vermont,Stony Brook,-11
1,2021-02-14 13:00:00,Charleston,Elon University,-8
2,2021-02-14 13:00:00,Towson,Northeastern,3.5
3,2021-02-14 13:00:00,Cincinnati,Central Florida,-6
4,2021-02-14 13:00:00,Wisconsin,Michigan,0
5,2021-02-14 14:00:00,South Florida,Tulane,-5
6,2021-02-14 14:00:00,James Madison,Hofstra,-1
7,2021-02-14 14:00:00,Hartford,NJIT,-2
8,2021-02-14 14:00:00,Morgan St.,Norfolk State,-4
9,2021-02-14 15:00:00,Drake,Loyola-Chicago,5.5
10,2021-02-14 15:00:00,California Baptist,Sacramento State,-3.5
11,2021-02-14 15:00:00,Seton Hall,Marquette,-7
12,2021-02-14 15:00:00,Penn St.,Nebraska,-11
13,2021-02-14 15:30:00,North Dakota,South Dakota,6
14,2021-02-14 16:00:00,Missouri St.,Bradley,-10.5
15,2021-02-14 16:00:00,Georgia Tech,Pittsburgh,-5
16,2021-02-14 16:00:00,Southern Illinois,Illinois St.,-4
17,2021-02-14 16:00:00,Evansville,Indiana St.,2.5
18,2021-02-14 17:00:00,Saint Peter's,Fairfield,-10
19,2021-02-14 17:00:00,Loyola (MD),Lafayette,-3
20,2021-02-14 17:00:00,Oral Roberts,South Dakota State,3.5
21,2021-02-14 17:00:00,Boston U,Holy Cross,-7.5
22,2021-02-14 18:00:00,Notre Dame,Miami-Florida,-7
23,2021-02-14 18:00:00,Army,Colgate,6.5
24,2021-02-14 18:00:00,Richmond,St. Mary's (MD),
25,2021-02-14 19:00:00,Northern Iowa,Valparaiso,-6
26,2021-02-14 19:00:00,Maryland,Minnesota,-3
27,2021-02-14 19:00:00,Arizona State,Oregon St.,-5
28,2021-02-14 24:59:59,Loyola (MD),Lehigh,
29,2021-02-14 24:59:59,Lafayette,Navy,
30,2021-02-14 13:00:00,Maine,Binghamton,
31,2021-02-14 13:00:00,UNC Wilmington,William & Mary,
32,2021-02-14 13:00:00,Houston,Memphis,
33,2021-02-14 16:00:00,North Carolina A&T,South Carolina State,
34,2021-02-14 16:00:00,Southern Methodist,Wichita St.,
0,2021-02-15 14:00:00,New Orleans,Stephen F. Austin,11
1,2021-02-15 16:00:00,Tennessee Tech,Eastern Kentucky,7.5
2,2021-02-15 17:00:00,SIU Edwardsville,Murray St.,11.5
3,2021-02-15 18:00:00,Presbyterian,South Carolina Upstate,-2
4,2021-02-15 18:00:00,Longwood,Hampton,-5
5,2021-02-15 19:00:00,Florida State,Virginia,-2.5
6,2021-02-15 19:00:00,Chattanooga,East Tennessee St.,-1.5
7,2021-02-15 20:00:00,Washington St.,Washington,-6.5
8,2021-02-15 17:00:00,North Carolina A&T,South Carolina State,
9,2021-02-15 19:00:00,Jacksonville St.,SIU Edwardsville,
10,2021-02-15 20:00:00,Texas A&M-CC,Houston Baptist,
11,2021-02-15 20:00:00,San Jose St.,Nevada,
12,2021-02-15 20:30:00,Grambling State,Prairie View A&M,
13,2021-02-15 21:00:00,West Virginia,Baylor,
0,2021-02-16 14:00:00,Akron,Northern Illinois,-15.5
1,2021-02-16 16:00:00,Oklahoma State,Iowa State,-11
2,2021-02-16 18:30:00,Connecticut,Providence,-6.5
3,2021-02-16 19:00:00,SE Missouri St.,Austin Peay,6
4,2021-02-16 19:00:00,Fairleigh Dickinson,St. Francis (BKN),-4
5,2021-02-16 19:00:00,Purdue,Michigan St,-5.5
6,2021-02-16 19:00:00,Tulsa,Temple,-4
7,2021-02-16 19:00:00,Western Michigan,Kent St.,10
8,2021-02-16 19:00:00,Ball St.,Bowling Green,2
9,2021-02-16 19:00:00,Toledo,Miami (OH),-11
10,2021-02-16 19:00:00,Georgia,Missouri,3
11,2021-02-16 19:00:00,Arkansas,Florida,-4.5
12,2021-02-16 19:00:00,Rhode Island,Dayton,-3
13,2021-02-16 19:00:00,Maryland,Nebraska,-10.5
14,2021-02-16 19:00:00,Mount St. Mary's,Wagner,-3
15,2021-02-16 20:30:00,St. John's,Xavier,-2.5
16,2021-02-16 21:00:00,Saint Louis,La Salle,-16
17,2021-02-16 21:00:00,Illinois,Northwestern,-13.5
18,2021-02-16 21:00:00,Santa Clara,Loyola Marymount,1.5
19,2021-02-16 24:59:59,Texas Tech,Texas Christian,8.5
20,2021-02-16 16:00:00,Jackson State,Texas Southern,2
21,2021-02-16 17:00:00,Eastern Michigan,Buffalo,
22,2021-02-16 18:00:00,Ohio,Central Michigan,
23,2021-02-16 19:00:00,North Carolina,Virginia Tech,
0,2021-02-17 16:00:00,Quinnipiac,Iona,6.5
1,2021-02-17 16:00:00,Mount St. Mary's,Wagner,-2
2,2021-02-17 16:30:00,Pittsburgh,NC State,-4.5
3,2021-02-17 17:00:00,Central Conn. St.,Sacred Heart,2.5
4,2021-02-17 17:00:00,Indiana St.,Evansville,-6
5,2021-02-17 17:00:00,Holy Cross,Boston U,4
6,2021-02-17 18:00:00,Radford,Gardner-Webb,-4.5
7,2021-02-17 18:30:00,Butler,Marquette,-2
8,2021-02-17 19:00:00,Vanderbilt,Kentucky,4
9,2021-02-17 19:00:00,North Carolina,Northeastern,-16.5
10,2021-02-17 19:00:00,Fairleigh Dickinson,St. Francis (BKN),-3.5
11,2021-02-17 19:00:00,VCU,Richmond,-2.5
12,2021-02-17 19:00:00,Maryland,Nebraska,-10.5
13,2021-02-17 19:00:00,Central Florida,South Florida,-3.5
14,2021-02-17 19:00:00,East Tennessee St.,Mercer,-4.5
15,2021-02-17 19:00:00,Wofford,The Citadel,-9.5
16,2021-02-17 19:00:00,Furman,Samford,-16.5
17,2021-02-17 19:00:00,Chattanooga,Western Carolina,-7
18,2021-02-17 19:00:00,VMI,UNC Greensboro,4.5
19,2021-02-17 20:00:00,New Mexico,Wyoming,6.5
20,2021-02-17 20:00:00,Northern Iowa,Drake,4.5
21,2021-02-17 20:00:00,Kansas State,Kansas,12.5
22,2021-02-17 20:00:00,Southern California,Arizona State,-10.5
23,2021-02-17 20:00:00,Loyola-Chicago,Valparaiso,-19
24,2021-02-17 20:30:00,Wake Forest,Duke,7
25,2021-02-17 20:30:00,Seton Hall,DePaul,-14
26,2021-02-17 21:00:00,Boise St.,Utah St.,-1.5
27,2021-02-17 21:00:00,Tennessee,South Carolina,-11.5
28,2021-02-17 21:00:00,Indiana,Minnesota,-7
29,2021-02-17 21:15:00,Southern Illinois,Missouri St.,5
30,2021-02-17 12:00:00,Georgia Tech,Boston College,
31,2021-02-17 15:45:00,Arkansas-Pine Bluff,Alcorn St.,
32,2021-02-17 16:00:00,Mississippi Valley State,Southern,20.5
33,2021-02-17 18:00:00,George Washington,Saint Joseph's,
34,2021-02-17 18:30:00,Louisville,Syracuse,-4.5
35,2021-02-17 19:00:00,Notre Dame,Clemson,
36,2021-02-17 19:00:00,Loyola (MD),American U.,
37,2021-02-17 19:00:00,Davidson,Duquesne,
38,2021-02-17 19:00:00,George Mason,Duquesne,
39,2021-02-17 19:30:00,McNeese St.,Incarnate Word,
40,2021-02-17 20:00:00,Nicholls State,Northwestern St.,-10
41,2021-02-17 20:00:00,Houston,East Carolina,
42,2021-02-17 20:00:00,Southern Methodist,Tulane,
0,2021-02-18 17:00:00,Presbyterian,South Carolina Upstate,-2.5
1,2021-02-18 18:00:00,Radford,Gardner-Webb,-3.5
2,2021-02-18 18:00:00,Hampton,Campbell,3.5
3,2021-02-18 19:00:00,Charleston Southern,Longwood,3
4,2021-02-18 19:00:00,Bradley,Illinois St.,-2.5
5,2021-02-18 19:00:00,Wisconsin,Iowa,-1.5
6,2021-02-18 19:00:00,Wichita St.,Houston,7.5
7,2021-02-18 19:00:00,UMBC,Vermont,4
8,2021-02-18 20:00:00,Belmont,Jacksonville St.,-12
9,2021-02-18 20:00:00,Pacific,Brigham Young,5.5
10,2021-02-18 20:00:00,Penn St.,Ohio St.,5
11,2021-02-18 20:30:00,Oregon St.,Utah,2
12,2021-02-18 20:30:00,Austin Peay,SIU Edwardsville,-13
13,2021-02-18 20:30:00,Murray St.,Eastern Illinois,-15
14,2021-02-18 21:00:00,Tennessee St.,Tennessee Tech,-2.5
15,2021-02-18 21:00:00,Tenn-Martin,Eastern Kentucky,11.5
16,2021-02-18 21:00:00,Gonzaga,Saint Mary's,-20.5
17,2021-02-18 21:00:00,Southern Utah,Sacramento State,-6.5
18,2021-02-18 21:00:00,Weber St.,Northern Arizona,-14
19,2021-02-18 21:00:00,Santa Clara,San Diego,-6.5
20,2021-02-18 21:00:00,San Francisco,Loyola Marymount,-5.5
21,2021-02-18 21:00:00,Michigan,Rutgers,-9
22,2021-02-18 21:00:00,UCLA,Arizona,-2
23,2021-02-18 21:00:00,High Point,Winthrop,10
24,2021-02-18 21:05:00,Eastern Washington,Montana,-8
25,2021-02-18 22:00:00,Fresno St.,San Diego St.,13.5
26,2021-02-18 22:05:00,Portland St.,Idaho,-12
27,2021-02-18 22:30:00,Washington St.,California,-1.5
28,2021-02-18 23:00:00,Washington,Stanford,9.5
29,2021-02-18 23:00:00,Oregon,Colorado,-2.5
30,2021-02-18 24:59:59,Oklahoma,Texas,
31,2021-02-18 24:59:59,Texas Christian,Texas Tech,
32,2021-02-18 24:59:59,Albany,Binghamton,
33,2021-02-18 15:00:00,Texas A&M,Alabama,
34,2021-02-18 17:00:00,Auburn,Mississippi State,-5
35,2021-02-18 17:00:00,Baylor,West Virginia,
36,2021-02-18 17:00:00,Mississippi,Louisiana State,
37,2021-02-18 19:00:00,Iowa State,Texas,
38,2021-02-18 19:00:00,Wichita St.,Memphis,
39,2021-02-18 19:00:00,Presbyterian,Charleston Southern,
40,2021-02-18 20:00:00,Texas Southern,Prairie View A&M,-2.5
0,2021-02-19 15:00:00,Davidson,Southern Virginia,
1,2021-02-19 17:00:00,UMBC,Vermont,4.5
2,2021-02-19 17:00:00,Youngstown St.,IUPUI,-6
3,2021-02-19 17:00:00,Fairfield,Canisius,5.5
4,2021-02-19 18:00:00,Northern Kentucky,Wright St.,9
5,2021-02-19 18:00:00,Georgia St.,Troy,-9.5
6,2021-02-19 18:00:00,Hampton,Campbell,4.5
7,2021-02-19 18:00:00,Appalachian St.,South Alabama,-1.5
8,2021-02-19 18:00:00,Milwaukee,Oakland,-1.5
9,2021-02-19 18:00:00,Detroit Mercy,Robert Morris,-9.5
10,2021-02-19 18:00:00,Charleston Southern,Longwood,4.5
11,2021-02-19 19:00:00,Purdue Fort Wayne,Cleveland St.,4
12,2021-02-19 19:00:00,CSU Northridge,Hawaii,3.5
13,2021-02-19 19:00:00,Long Beach St.,Cal Poly SLO,-7.5
14,2021-02-19 19:00:00,Ball St.,Akron,4.5
15,2021-02-19 19:00:00,Stetson,Jacksonville,-6
16,2021-02-19 19:00:00,Dayton,Saint Louis,5.5
17,2021-02-19 19:00:00,Iona,Monmouth-NJ,-2
18,2021-02-19 19:00:00,High Point,Winthrop,9
19,2021-02-19 19:00:00,Florida International,Southern Miss,-4
20,2021-02-19 19:30:00,UAB,Old Dominion,-6
21,2021-02-19 20:00:00,Kansas City,Denver,-10
22,2021-02-19 20:00:00,Nebraska Omaha,North Dakota,-2
23,2021-02-19 20:00:00,UC San Diego,UC Riverside,9
24,2021-02-19 20:00:00,Illinois-Chicago,Green Bay,0.5
25,2021-02-19 20:00:00,Lipscomb,Kennesaw St.,-12.5
26,2021-02-19 20:00:00,Saint Peter's,Marist,-8
27,2021-02-19 20:30:00,North Dakota State,South Dakota State,-1.5
28,2021-02-19 21:00:00,New Mexico,Wyoming,5
29,2021-02-19 21:00:00,CSU Fullerton,UC Irvine,10.5
30,2021-02-19 21:00:00,New Mexico St.,Utah Valley,-9
31,2021-02-19 21:00:00,Grand Canyon,California Baptist,-9
32,2021-02-19 21:00:00,Dixie State,Tarleton State,-1.5
33,2021-02-19 21:00:00,Buffalo,Toledo,-2
34,2021-02-19 21:30:00,San Jose St.,UNLV,15
35,2021-02-19 22:00:00,Boise St.,Utah St.,-2
36,2021-02-19 23:00:00,UC Santa Barbara,CSU Bakersfield,-7.5
37,2021-02-19 24:59:59,Monmouth-NJ,Fairfield,
38,2021-02-19 17:30:00,Florida Atlantic,Texas-El Paso,0
39,2021-02-19 19:00:00,Florida Gulf Coast,Jacksonville,
40,2021-02-19 19:00:00,Presbyterian,Charleston Southern,
41,2021-02-19 19:00:00,UL Lafayette,Texas-Arlington,
42,2021-02-19 20:00:00,North Texas,Western Kentucky,
0,2021-02-20 19:30:00,Fresno St.,San Diego St.,13.5
1,2021-02-20 20:00:00,CSU Fullerton,UC Irvine,9.5
2,2021-02-20 12:00:00,Miami-Florida,Georgia Tech,4
3,2021-02-20 12:00:00,Indiana,Michigan St,-7
4,2021-02-20 12:00:00,Tulane,Central Florida,1.5
5,2021-02-20 12:00:00,Niagara,Siena,5
6,2021-02-20 12:00:00,American U.,Navy,3.5
7,2021-02-20 12:30:00,Saint Joseph's,La Salle,1.5
8,2021-02-20 13:00:00,Villanova,Connecticut,-7.5
9,2021-02-20 13:00:00,Massachusetts Lowell,New Hampshire,-2
10,2021-02-20 13:00:00,Charleston,Columbus State,
11,2021-02-20 13:00:00,Lehigh,Loyola (MD),5.5
12,2021-02-20 13:00:00,Colgate,Boston U,-11.5
13,2021-02-20 13:00:00,Tennessee,Kentucky,-7.5
14,2021-02-20 13:00:00,Alabama,Vanderbilt,-14
15,2021-02-20 13:00:00,The Citadel,VMI,3
16,2021-02-20 13:00:00,Quinnipiac,Rider,-3.5
17,2021-02-20 13:00:00,Western Carolina,Wofford,5
18,2021-02-20 14:00:00,Mercer,Furman,3.5
19,2021-02-20 14:00:00,Kansas,Texas Tech,-2
20,2021-02-20 14:00:00,William & Mary,Elon University,-2.5
21,2021-02-20 14:00:00,Southern Utah,Sacramento State,-8
22,2021-02-20 14:00:00,Weber St.,Northern Arizona,-13.5
23,2021-02-20 14:00:00,Kent St.,Eastern Michigan,-14
24,2021-02-20 14:00:00,South Carolina,Missouri,3.5
25,2021-02-20 14:00:00,Syracuse,Notre Dame,-2.5
26,2021-02-20 14:00:00,Wake Forest,NC State,-1
27,2021-02-20 14:00:00,Fairleigh Dickinson,Mount St. Mary's,-2.5
28,2021-02-20 14:05:00,Montana,Eastern Washington,4
29,2021-02-20 14:30:00,VCU,George Mason,-9.5
30,2021-02-20 15:00:00,Army,Holy Cross,-10.5
31,2021-02-20 15:00:00,Idaho,Portland St.,8
32,2021-02-20 15:00:00,Texas,West Virginia,-2.5
33,2021-02-20 15:00:00,Loyola Marymount,Brigham Young,8
34,2021-02-20 15:30:00,Florida,Georgia,-8
35,2021-02-20 15:30:00,Minnesota,Illinois,4
36,2021-02-20 16:00:00,Bryant,Merrimack,5.5
37,2021-02-20 16:00:00,St. Francis (BKN),Sacred Heart,-4.5
38,2021-02-20 16:00:00,Washington St.,Stanford,7
39,2021-02-20 16:00:00,Georgia St.,Troy,-10
40,2021-02-20 16:00:00,NJIT,Binghamton,-8
41,2021-02-20 16:00:00,Albany,Stony Brook,-5.5
42,2021-02-20 16:00:00,Pittsburgh,Florida State,7
43,2021-02-20 16:00:00,Louisiana State,Auburn,-4.5
44,2021-02-20 16:00:00,UAB,Old Dominion,-6
45,2021-02-20 16:00:00,Appalachian St.,South Alabama,-3.5
46,2021-02-20 16:00:00,Portland,Pacific,13.5
47,2021-02-20 16:00:00,Florida A&M,North Carolina A&T,-4
48,2021-02-20 16:30:00,South Dakota,Oral Roberts,-3.5
49,2021-02-20 16:30:00,Richmond,Duquesne,-9
50,2021-02-20 17:00:00,UNC Greensboro,Chattanooga,-6.5
51,2021-02-20 17:00:00,Tenn-Martin,Morehead St.,13
52,2021-02-20 17:00:00,Texas A&M-CC,Lamar,-2
53,2021-02-20 17:00:00,Stetson,Jacksonville,-5
54,2021-02-20 17:00:00,Belmont,Tennessee Tech,-21
55,2021-02-20 17:00:00,Tennessee St.,Jacksonville St.,7.5
56,2021-02-20 17:00:00,Austin Peay,Eastern Illinois,-7
57,2021-02-20 17:00:00,Milwaukee,Oakland,-1
58,2021-02-20 17:00:00,Detroit Mercy,Robert Morris,-9
59,2021-02-20 17:00:00,Purdue Fort Wayne,Cleveland St.,3.5
60,2021-02-20 17:00:00,Northern Kentucky,Wright St.,9
61,2021-02-20 17:00:00,Youngstown St.,IUPUI,-7
